month,bidding_no,vehicle_class,quota,bids_success,bids_received,premium,exercise_date,bid_pressure,success_rate,log_premium,log_quota,log_bid_pressure,premium_lag1,quota_lag1,bid_pressure_lag1,log_premium_lag1,post_covid
2010-01-01,1,Category A,1152,1145,1342,18502,2010-01-01,1.1649305555555556,0.853204172876304,9.825634113331263,7.049254841255837,0.15266147627579058,,,,,0
2010-01-01,2,Category A,1151,1149,1673,20501,2010-01-15,1.4535186794092094,0.6867901972504483,9.928228944424575,7.048386408721883,0.3739872922649414,18502.0,1152.0,1.1649305555555556,9.825634113331263,0
2010-02-01,1,Category A,1154,1153,1326,19989,2010-02-01,1.149046793760832,0.8695324283559578,9.902937401230647,7.050989447068045,0.13893272367776302,20501.0,1151.0,1.4535186794092094,9.928228944424575,0
2010-02-01,2,Category A,1148,1148,1493,20340,2010-02-15,1.3005226480836236,0.768921634293369,9.920344669602551,7.045776576879511,0.2627662206596786,19989.0,1154.0,1.149046793760832,9.902937401230647,0
2010-03-01,1,Category A,1148,1141,1758,20802,2010-03-01,1.5313588850174216,0.649032992036405,9.942804414913079,7.045776576879511,0.42615550136561053,20340.0,1148.0,1.3005226480836236,9.920344669602551,0
2010-03-01,2,Category A,1146,1137,2183,28389,2010-03-15,1.9048865619546247,0.5208428767750801,10.253757025176343,7.044032897274685,0.644422459275259,20802.0,1148.0,1.5313588850174216,9.942804414913079,0
2010-04-01,1,Category A,705,597,1379,34001,2010-04-01,1.9560283687943263,0.43292240754169686,10.434145214930487,6.558197802812269,0.6709160749810332,28389.0,1146.0,1.9048865619546247,10.253757025176343,0
2010-04-01,2,Category A,706,704,1242,30000,2010-04-15,1.7592067988668556,0.5668276972624798,10.308952660644293,6.559615237493242,0.564863025000182,34001.0,705.0,1.9560283687943263,10.434145214930487,0
2010-05-01,1,Category A,806,798,1294,26102,2010-05-01,1.6054590570719602,0.616692426584235,10.169767218727474,6.692083742506628,0.47340973255421753,30000.0,706.0,1.7592067988668556,10.308952660644293,0
2010-05-01,2,Category A,699,697,1036,27389,2010-05-15,1.4821173104434906,0.6727799227799228,10.217896751915566,6.54965074223381,0.39347168058561804,26102.0,806.0,1.6054590570719602,10.169767218727474,0
2010-06-01,1,Category A,706,704,1107,30051,2010-06-01,1.5679886685552409,0.6359530261969286,10.310651217279874,6.559615237493242,0.44979369521539486,27389.0,699.0,1.4821173104434906,10.217896751915566,0
2010-06-01,2,Category A,699,697,902,31510,2010-06-15,1.290414878397711,0.7727272727272727,10.35806023475132,6.54965074223381,0.25496377782881335,30051.0,706.0,1.5679886685552409,10.310651217279874,0
2010-07-01,1,Category A,700,676,893,29501,2010-07-01,1.2757142857142858,0.7569988801791714,10.292179440058462,6.551080335043404,0.24350624583309444,31510.0,699.0,1.290414878397711,10.35806023475132,0
2010-07-01,2,Category A,699,691,967,36162,2010-07-15,1.3834048640915593,0.7145811789038262,10.4957641227111,6.54965074223381,0.324547753219484,29501.0,700.0,1.2757142857142858,10.292179440058462,0
2010-08-01,1,Category A,622,589,786,32104,2010-08-01,1.2636655948553055,0.7493638676844784,10.376735911946753,6.432940092739179,0.2340166996900271,36162.0,699.0,1.3834048640915593,10.4957641227111,0
2010-08-01,2,Category A,606,606,975,29000,2010-08-15,1.608910891089109,0.6215384615384615,10.275051108968611,6.406879986069314,0.4755574849285328,32104.0,622.0,1.2636655948553055,10.376735911946753,0
2010-09-01,1,Category A,631,628,775,33089,2010-09-01,1.2282091917591125,0.8103225806451613,10.40695617984855,6.447305862541213,0.2055571668121338,29000.0,606.0,1.608910891089109,10.275051108968611,0
2010-09-01,2,Category A,597,547,993,30001,2010-09-15,1.6633165829145728,0.5508559919436052,10.308985993422082,6.391917113392602,0.5088135506525705,33089.0,631.0,1.2282091917591125,10.40695617984855,0
2010-10-01,1,Category A,601,601,722,33132,2010-10-01,1.2013311148086523,0.832409972299169,10.408254861718154,6.398594934535208,0.1834302043576187,30001.0,597.0,1.6633165829145728,10.308985993422082,0
2010-10-01,2,Category A,647,647,817,32415,2010-10-15,1.2627511591962906,0.791921664626683,10.386376557609095,6.472346294500901,0.2332928003591023,33132.0,601.0,1.2013311148086523,10.408254861718154,0
2010-11-01,1,Category A,598,598,843,34001,2010-11-01,1.4096989966555185,0.7093712930011863,10.434145214930487,6.393590753950631,0.34337620405122377,32415.0,647.0,1.2627511591962906,10.386376557609095,0
2010-11-01,2,Category A,597,577,833,39000,2010-11-15,1.3953098827470687,0.6926770708283313,10.571316925111784,6.391917113392602,0.3331165287742406,34001.0,598.0,1.4096989966555185,10.434145214930487,0
2010-12-01,1,Category A,598,582,1020,47604,2010-12-01,1.705685618729097,0.5705882352941176,10.77067207030233,6.393590753950631,0.533967152327685,39000.0,597.0,1.3953098827470687,10.571316925111784,0
2010-12-01,2,Category A,617,607,755,46129,2010-12-15,1.2236628849270665,0.8039735099337748,10.73919709845,6.424869023905388,0.20184872534363696,47604.0,598.0,1.705685618729097,10.77067207030233,0
2011-01-01,1,Category A,614,602,1192,38889,2011-01-01,1.9413680781758957,0.5050335570469798,10.568466713268153,6.419994928147142,0.6633929194781526,46129.0,617.0,1.2236628849270665,10.73919709845,0
2011-01-01,2,Category A,607,606,1091,40123,2011-01-15,1.7973640856672157,0.5554537121906508,10.599705014953292,6.408528791059498,0.5863211947735725,38889.0,614.0,1.9413680781758957,10.568466713268153,0
2011-02-01,1,Category A,523,501,1146,37124,2011-02-01,2.191204588910134,0.43717277486910994,10.522018939715283,6.259581464064923,0.784451433209762,40123.0,607.0,1.7973640856672157,10.599705014953292,0
2011-02-01,2,Category A,511,494,788,42999,2011-02-15,1.5420743639921721,0.6269035532994924,10.668932138591325,6.236369590203704,0.43312849965417466,37124.0,523.0,2.191204588910134,10.522018939715283,0
2011-03-01,1,Category A,532,530,875,42600,2011-03-01,1.644736842105263,0.6057142857142858,10.659609532257463,6.2766434893416445,0.49758039701596996,42999.0,511.0,1.5420743639921721,10.668932138591325,0
2011-03-01,2,Category A,527,472,927,43813,2011-03-15,1.7590132827324478,0.5091693635382956,10.687685855980014,6.267200548541362,0.5647530170244929,42600.0,532.0,1.644736842105263,10.659609532257463,0
2011-04-01,1,Category A,512,511,813,43212,2011-04-01,1.587890625,0.6285362853628537,10.673873513436876,6.238324625039508,0.4624064845083028,43813.0,527.0,1.7590132827324478,10.687685855980014,0
2011-04-01,2,Category A,565,552,964,44000,2011-04-15,1.7061946902654868,0.5726141078838174,10.691944912900398,6.336825731146441,0.5342655634641047,43212.0,512.0,1.587890625,10.673873513436876,0
2011-05-01,1,Category A,511,511,944,44790,2011-05-01,1.847358121330724,0.5413135593220338,10.709740179201345,6.236369590203704,0.6137565759417962,44000.0,565.0,1.7061946902654868,10.691944912900398,0
2011-05-01,2,Category A,523,521,760,46989,2011-05-15,1.4531548757170172,0.6855263157894737,10.757668810746772,6.259581464064923,0.37373696921545385,44790.0,511.0,1.847358121330724,10.709740179201345,0
2011-06-01,1,Category A,510,506,880,53390,2011-06-01,1.7254901960784315,0.575,10.885378741494232,6.234410725718371,0.5455111817538808,46989.0,523.0,1.4531548757170172,10.757668810746772,0
2011-06-01,2,Category A,512,512,715,50244,2011-06-15,1.396484375,0.7160839160839161,10.824646415807143,6.238324625039508,0.3339579176544999,53390.0,510.0,1.7254901960784315,10.885378741494232,0
2011-07-01,1,Category A,514,497,839,55989,2011-07-01,1.632295719844358,0.5923718712753278,10.93291052185124,6.2422232654551655,0.48998744101204106,50244.0,512.0,1.396484375,10.824646415807143,0
2011-07-01,2,Category A,510,501,776,56002,2011-07-15,1.5215686274509803,0.645618556701031,10.933142683365261,6.234410725718371,0.4197417944648472,55989.0,514.0,1.632295719844358,10.93291052185124,0
2011-08-01,1,Category A,566,566,1034,48801,2011-08-01,1.8268551236749118,0.5473887814313346,10.795506083434564,6.338594078203183,0.6025959768651915,56002.0,510.0,1.5215686274509803,10.933142683365261,0
2011-08-01,2,Category A,557,557,927,49301,2011-08-15,1.6642728904847397,0.6008629989212514,10.805699643800724,6.322565239927284,0.5093883256385712,48801.0,566.0,1.8268551236749118,10.795506083434564,0
2011-09-01,1,Category A,548,547,794,51000,2011-09-01,1.448905109489051,0.6889168765743073,10.839580911706463,6.306275286948016,0.37080817429912016,49301.0,557.0,1.6642728904847397,10.805699643800724,0
2011-09-01,2,Category A,548,531,951,48006,2011-09-15,1.7354014598540146,0.5583596214511041,10.77908128207818,6.306275286948016,0.5512387755973748,51000.0,548.0,1.448905109489051,10.839580911706463,0
2011-10-01,1,Category A,549,549,793,50289,2011-10-01,1.4444444444444444,0.6923076923076923,10.825541644299388,6.3080984415095305,0.36772478012531734,48006.0,548.0,1.7354014598540146,10.77908128207818,0
2011-10-01,2,Category A,565,554,873,56112,2011-10-15,1.545132743362832,0.6345933562428407,10.935104972379959,6.336825731146441,0.4351098246931613,50289.0,549.0,1.4444444444444444,10.825541644299388,0
2011-11-01,1,Category A,548,547,766,55997,2011-11-01,1.397810218978102,0.7140992167101827,10.933053396853715,6.306275286948016,0.3349068827925757,56112.0,565.0,1.545132743362832,10.935104972379959,0
2011-11-01,2,Category A,559,541,756,54887,2011-11-15,1.3524150268336315,0.7156084656084656,10.913031805286236,6.326149473155099,0.3018919030244338,55997.0,548.0,1.397810218978102,10.933053396853715,0
